id,source,target_sign,context_before,context_after,transliteration,translation,role,notes
real_004706_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1,T14 A1,ks,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Aa18 Z1 T14 A1
real_004706_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,Z1 Z1 T14,,ks,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Aa18 Z1 T14 A1
real_004707_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,Z1 T14 G37,ks,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Aa18 Z1 T14 G37 A1
real_004707_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1,T14 G37 A1,ks,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Aa18 Z1 T14 G37 A1
real_004707_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,Z1 T14 G37,,ks,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Aa18 Z1 T14 G37 A1
real_004708_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,Z1 V19,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Aa18 Z1 V19
real_004708_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1,V19,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Aa18 Z1 V19
real_004709_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,Z1 V6,ks,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Aa18 Z1 V6
real_004709_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1,V6,ks,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Aa18 Z1 V6
real_004710_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D2 Z1 D28,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 W3 N5
real_004710_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D2,D28 W3 N5,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 W3 N5
real_004711_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D2 Z1 D28,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 Ff100 W22
real_004711_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D2,D28 Z1 W22,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 Ff100 W22
real_004711_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D2 Z1 D28,W22,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 Ff100 W22
real_004712_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D2 Z1 D28,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 W22
real_004712_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D2,D28 Z1 W22,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 W22
real_004712_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D2 Z1 D28,W22,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 W22
real_004713_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D2 Z1 D28,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 W3 N5 Z3
real_004713_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D2,D28 Z1 W3,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 W3 N5 Z3
real_004713_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D2 Z1 D28,W3 N5 Z3,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 W3 N5 Z3
real_004714_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D2 Z1 D28,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 W3 N5 Z3A
real_004714_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D2,D28 Z1 W3,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 W3 N5 Z3A
real_004714_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D2 Z1 D28,W3 N5 Z3A,kA-Hr-kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D2 Z1 D28 Z1 W3 N5 Z3A
real_004715_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 M17 M17,kry,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 M17 M17 N25
real_004715_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,M17 M17 N25,kry,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 D21 M17 M17 N25
real_004715_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,D28 Z1 D21,M17 N25,kry,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 D21 M17 M17 N25
real_004715_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,Z1 D21 M17,N25,kry,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 D21 M17 M17 N25
real_004716_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 A1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 A1
real_004716_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 A1,kr,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 D21 Z1 A1
real_004716_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,A1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 A1
real_004716_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,Z1 D21 Z1,,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 A1
real_004717_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 Z1,krs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 Aa18 Z1 V6
real_004717_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 Z1 V6,krs,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 D21 Z1 Aa18 Z1 V6
real_004717_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,Z1 V6,krs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 Aa18 Z1 V6
real_004717_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,Z1 D21 Z1,V6,krs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 Aa18 Z1 V6
real_004718_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 F51B,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 F51B Ff100 A1
real_004718_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 F51B A1,kr,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 D21 Z1 F51B Ff100 A1
real_004718_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,F51B A1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 F51B Ff100 A1
real_004718_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,D21 Z1 F51B,,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 F51B Ff100 A1
real_004719_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 M17,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 M17 M17 A1
real_004719_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 M17 M17,kr,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 D21 Z1 M17 M17 A1
real_004719_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,M17 M17 A1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 M17 M17 A1
real_004719_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,Z1 M17 M17,,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 M17 M17 A1
real_004720_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 M17,kry,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 M17 M17 T14 N25
real_004720_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 M17 M17,kry,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 D21 Z1 M17 M17 T14 N25
real_004720_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,M17 M17 T14,kry,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 M17 M17 T14 N25
real_004720_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,Z1 D21 Z1,M17 T14 N25,kry,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 D21 Z1 M17 M17 T14 N25
real_004720_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,D21 Z1 M17,T14 N25,kry,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 D21 Z1 M17 M17 T14 N25
real_004721_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 P1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 P1
real_004721_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 P1,kr,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 D21 Z1 P1
real_004721_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,P1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 P1
real_004722_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 T14,kA-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 T14 N25 A1
real_004722_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 T14 N25,kA-rA,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 D21 Z1 T14 N25 A1
real_004722_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,T14 N25 A1,kA-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 T14 N25 A1
real_004722_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,Z1 T14 N25,,kA-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 T14 N25 A1
real_004723_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 U33,kr.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 U33 Z1 T30 N34
real_004723_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 U33 Z1,kr.t,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 D21 Z1 U33 Z1 T30 N34
real_004723_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,U33 Z1 T30,kr.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 U33 Z1 T30 N34
real_004723_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 Z1 U33,T30 N34,kr.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 U33 Z1 T30 N34
real_004724_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 Z7,kAry,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 Z7 Z4 A1
real_004724_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 Z7 Z4,kAry,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 D21 Z1 Z7 Z4 A1
real_004724_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,Z7 Z4 A1,kAry,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 Z7 Z4 A1
real_004724_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,Z1 Z7 Z4,,kAry,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D21 Z1 Z7 Z4 A1
real_004725_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D28 Z1 M17,kAkA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D28 Z1 M17 M17 B1
real_004725_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D28,M17 M17 B1,kAkA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D28 Z1 M17 M17 B1
real_004726_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D28 Z1 M2,kAkA.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D28 Z1 M2
real_004726_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D28,M2,kAkA.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D28 Z1 M2
real_004727_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D4 O34 A50,kA-ir.s,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D4 O34 A50
real_004727_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,eye,D28 Z1,O34 A50,kA-ir.s,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 D4 O34 A50
real_004728_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D52 E1 G17,kA-m-wAs.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D52 E1 G17 R19 M17 A1
real_004728_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,owl,Z1 D52 E1,R19 M17 A1,kA-m-wAs.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 D52 E1 G17 R19 M17 A1
real_004728_007,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,G17 R19 M17,,kA-m-wAs.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D52 E1 G17 R19 M17 A1
real_004729_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D52 E1 G7,kA-mw.t.f,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D52 E1 G7 G14 X1 I9 G7
real_004729_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,E1 G7 G14,I9 G7,kA-mw.t.f,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 D52 E1 G7 G14 X1 I9 G7
real_004730_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D52 E1 Z3A,kA.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D52 E1 Z3A
real_004731_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D53 E1,kA.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D53 E1
real_004732_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 Z1 V19,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Aa18 Z1 V19
real_004732_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D58,V19,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Aa18 Z1 V19
real_004733_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 D28 Z1,kbkb,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Ff1 D28 Z1 D58 Ff1 Q7
real_004733_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,Z1 D58 D28,D58 Q7,kbkb,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Ff1 D28 Z1 D58 Ff1 Q7
real_004734_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 N35 T14,kpny,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 N35 T14
real_004734_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,D28 Z1 D58,T14,kpny,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 D58 N35 T14
real_004735_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 S29 V19,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 S29 V19
real_004736_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 Z7,kb,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Z7
real_004737_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 Z7 Z1,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Z7 Aa18 Z1 M1 V19
real_004737_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,Z1 D58 Z7,M1 V19,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Z7 Aa18 Z1 M1 V19
real_004738_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 Z7 Z1,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Z7 Aa18 Z1 V19
real_004738_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,Z1 D58 Z7,V19,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Z7 Aa18 Z1 V19
real_004739_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 Z7 W22,kb,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Z7 Ff100 W22
real_004740_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 Z7 M23,kbs,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Z7 M23 Z7 V19
real_004741_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 Z7 W23,kb,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Z7 W23
real_004742_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D58 Z7 W23,kb,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 D58 Z7 W23 N33
real_004743_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,E1,kA.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 E1
real_004744_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,E1 F27,kA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 E1 F27
real_004745_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,E23 Z1 P1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 E23 Z1 P1
real_004745_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 E23,P1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 E23 Z1 P1
real_004746_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,F20 N35 D56,kTn.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 F20 N35 D56 D54
real_004746_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,D28 Z1 F20,D56 D54,kTn.w,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 F20 N35 D56 D54
real_004747_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,F20 N35 D56,kTn.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 F20 N35 D56 D54 A1 Z3
real_004747_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,D28 Z1 F20,D56 D54 A1,kTn.w,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 F20 N35 D56 D54 A1 Z3
real_004747_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,N35 D56 D54,Z3,kTn.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 F20 N35 D56 D54 A1 Z3
real_004748_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,D21 Z1 P1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Ff100 D21 Z1 P1
real_004748_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D28 Z1,Z1 P1,kr,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D28 Z1 Ff100 D21 Z1 P1
real_004748_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28 Z1 D21,P1,kr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 Ff100 D21 Z1 P1
real_004749_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,G1 M2 O1,kAmw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 G1 Aa13 M2 O1
real_004750_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D28,G17 Z7 M17,kAmw.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D28 Z1 G17 Z7 M17 M17 M1
real_004750_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,owl,D28 Z1,Z7 M17 M17,kAmw.w,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D28 Z1 G17 Z7 M17 M17 M1
